Avg_salary,Rating,Size,Type of ownership,Industry,Sector,Revenue,No. of Competitors,Per_Hour,Employer_provided,State,job_loc,Age_of_company,Python,SPARK,AWS,EXCEL,Job_Titles_Simplified,Title_Seniority,Job_Description_Length
106.5,4.4,51 to 200 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,0,0,0,IN,1,12,1,1,1,0,Other Titles,Senior,4175
84.5,3.9,51 to 200 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,0,MA,1,15,1,1,0,0,Data Engineer,Not Mentioned,2097
109.5,3.4,1001 to 5000 employees,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),0,0,0,NJ,1,174,1,0,0,1,manager,Not Mentioned,2998
164.0,3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,0,MA,0,169,1,1,1,0,Data Scientist,Senior,4458
169.0,3.9,10000+ employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,0,CA,1,44,1,1,0,1,Data Scientist,Senior,7162
142.0,3.8,5001 to 10000 employees,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),0,0,0,CA,0,24,1,1,1,1,Data Scientist,Senior,2419
76.5,3.7,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MA,0,239,0,0,0,1,Other Titles,Not Mentioned,2508
107.0,3.8,501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,0,MD,1,39,1,0,0,1,Data Scientist,Not Mentioned,3035
171.5,3.5,10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),2,0,0,CA,1,50,1,0,1,0,Data Scientist,Not Mentioned,4563
96.0,3.9,201 to 500 employees,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,0,0,0,TX,0,7,0,0,0,1,Data Scientist,Senior,6967
142.5,4.2,51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,0,CA,1,10,0,0,0,0,Data Scientist,Not Mentioned,3549
107.0,4.2,10000+ employees,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,0,0,0,UT,0,-1,0,0,0,1,Data Engineer,Not Mentioned,2691
145.0,3.5,1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),3,0,0,MA,1,10,1,0,0,1,Other Titles,Senior,5417
61.5,2.9,201 to 500 employees,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),3,0,0,VA,1,27,1,0,0,1,Analyst,Senior,5791
41.0,3.6,5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,1,0,PA,0,3,0,0,0,0,Other Titles,Not Mentioned,2145
120.0,2.7,51 to 200 employees,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),0,0,0,WI,1,69,1,0,0,0,Data Scientist,Not Mentioned,6530
62.0,4.4,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,0,MA,1,7,0,0,0,0,Other Titles,Not Mentioned,5538
150.5,4.0,5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,0,0,CA,0,38,1,1,0,0,Data Scientist,Senior,2549
87.5,4.3,201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,0,MI,0,53,0,0,0,1,manager,Not Mentioned,1990
71.5,4.2,51 to 200 employees,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),2,0,0,FL,1,14,1,1,1,1,Data Engineer,Not Mentioned,10146
51.5,3.6,51 to 200 employees,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),0,0,0,CA,1,14,0,0,0,1,Analyst,Not Mentioned,4386
151.5,3.7,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,CA,0,239,0,0,0,1,Other Titles,Senior,5884
77.5,2.8,201 to 500 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,0,NJ,1,6,1,0,0,1,Analyst,Senior,5965
140.0,3.7,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MA,0,239,0,0,0,1,Other Titles,Senior,2348
98.5,3.3,1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),2,0,0,NJ,0,38,0,0,0,1,Data Scientist,Senior,3261
225.0,-1.0,51 to 200 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),0,0,1,CA,0,3,1,0,1,1,Data Scientist,Senior,1657
55.0,3.6,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),0,1,0,DE,1,85,0,0,0,0,Other Titles,Not Mentioned,2762
161.5,3.7,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MA,0,239,0,0,0,0,Other Titles,Senior,1368
147.0,3.4,1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,0,0,NY,0,72,1,1,1,0,Data Scientist,Senior,4873
61.0,4.1,501 to 1000 employees,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),0,0,0,MO,1,59,0,0,0,1,Analyst,Not Mentioned,2917
120.0,2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,0,PA,1,36,1,0,0,0,Machine Learning Engineer,Not Mentioned,2834
124.5,3.2,1001 to 5000 employees,Company - Public,Lending,Finance,$500 million to $1 billion (USD),3,0,0,AZ,0,12,1,0,0,1,Other Titles,Not Mentioned,1947
148.0,3.9,51 to 200 employees,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),0,0,0,CA,1,11,1,0,0,0,Data Scientist,Senior,2392
59.0,4.7,51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),2,0,0,AL,0,24,1,0,0,1,Analyst,Not Mentioned,3114
146.5,3.7,5001 to 10000 employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,0,MA,1,168,1,0,0,1,Data Scientist,Senior,5195
91.5,2.9,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,0,MA,1,-1,0,0,0,1,Other Titles,Not Mentioned,4011
133.0,3.0,501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,0,IL,1,5,1,0,1,0,Machine Learning Engineer,Senior,3313
140.5,4.7,51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),0,0,0,UT,1,7,1,0,1,0,Data Scientist,Senior,4854
70.5,3.7,501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,0,LA,0,-1,0,0,0,1,Data Engineer,Not Mentioned,3696
84.5,3.3,10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,0,NY,1,6,0,0,0,0,Other Titles,Senior,3693
93.5,4.0,51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),0,0,0,MD,1,18,0,0,0,1,Other Titles,Not Mentioned,4674
134.5,4.4,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,0,MA,1,7,0,0,0,0,Other Titles,Senior,4464
181.0,3.9,201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),2,0,0,CA,1,13,1,1,0,0,Machine Learning Engineer,Not Mentioned,2037
84.5,3.3,10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,0,NY,1,6,0,0,0,0,Other Titles,Senior,3650
205.0,4.1,51 to 200 employees,Company - Private,Internet,Information Technology,$50 to $100 million (USD),3,0,0,CA,1,10,1,1,1,0,Data Engineer,Senior,4077
48.5,3.6,1001 to 5000 employees,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),0,0,0,CA,1,34,0,0,0,1,Analyst,Not Mentioned,4644
43.0,4.0,1001 to 5000 employees,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),0,1,0,TX,0,43,0,0,1,0,Other Titles,Not Mentioned,5215
52.5,2.4,501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),0,0,0,IL,0,-1,0,0,0,0,Other Titles,Not Mentioned,2455
124.0,2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,0,PA,1,36,0,0,0,0,Machine Learning Engineer,Senior,5421
64.0,3.5,501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,0,CA,1,24,0,0,0,0,manager,Not Mentioned,3901
98.0,3.0,10000+ employees,Company - Private,Gas Stations,Retail,$10+ billion (USD),3,0,0,TN,1,62,1,0,0,0,Data Engineer,Senior,2177
55.0,3.6,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),0,1,0,DE,0,85,0,0,0,0,Other Titles,Not Mentioned,2840
54.0,3.3,501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,0,0,0,WI,1,56,0,0,0,0,Other Titles,Not Mentioned,2855
81.0,2.7,201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,0,MD,1,59,0,0,0,1,Other Titles,Not Mentioned,3809
107.5,3.4,1001 to 5000 employees,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),3,0,0,IL,1,15,0,0,0,0,Data Engineer,Senior,4335
112.5,3.8,501 to 1000 employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,0,0,0,IL,0,25,1,0,1,1,Data Scientist,Not Mentioned,6472
89.0,3.7,10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),3,0,0,VA,0,25,1,1,0,1,Data Scientist,Not Mentioned,5336
100.5,4.8,1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,0,0,WI,1,95,0,0,0,0,Data Scientist,Senior,1828
65.0,3.8,1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),3,0,0,NY,1,18,0,0,0,1,Analyst,Not Mentioned,2499
40.0,3.4,10000+ employees,Government,Federal Agencies,Government,Unknown / Non-Applicable,0,1,0,LA,0,90,0,0,0,0,Other Titles,Not Mentioned,9347
72.5,4.3,201 to 500 employees,Subsidiary or Business Segment,Consulting,Business Services,Unknown / Non-Applicable,0,0,0,TX,1,21,1,1,1,1,Data Scientist,Not Mentioned,5815
61.0,4.8,501 to 1000 employees,Company - Private,Security Services,Business Services,$100 to $500 million (USD),0,0,0,FL,1,10,1,0,0,1,Analyst,Senior,2968
109.5,3.4,1001 to 5000 employees,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),0,0,0,NJ,1,174,1,0,0,1,manager,Not Mentioned,2998
84.5,3.9,51 to 200 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,0,MA,1,15,1,1,0,0,Data Engineer,Not Mentioned,2097
87.5,3.4,51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),0,0,0,IL,1,28,0,0,0,0,Data Scientist,Not Mentioned,4125
92.5,3.1,1001 to 5000 employees,Company - Public,Video Games,Media,$10+ billion (USD),3,0,0,CA,0,23,1,0,0,1,Analyst,Not Mentioned,3154
81.5,3.2,5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),3,0,0,VA,0,62,1,1,0,0,Data Scientist,Not Mentioned,3207
79.0,4.3,1001 to 5000 employees,Company - Private,Trucking,Transportation & Logistics,Unknown / Non-Applicable,2,0,0,OH,1,39,0,0,0,0,Analyst,Not Mentioned,1925
164.0,3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,0,MA,0,169,1,1,1,0,Data Scientist,Senior,4458
169.0,3.9,10000+ employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,0,CA,1,44,1,1,0,1,Data Scientist,Senior,7162
142.0,3.8,5001 to 10000 employees,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),0,0,0,CA,0,24,1,1,1,1,Data Scientist,Senior,2419
47.5,2.8,501 to 1000 employees,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),0,0,0,CA,0,-1,0,0,0,1,Analyst,Not Mentioned,5525
76.5,3.7,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MA,0,239,0,0,0,1,Other Titles,Not Mentioned,2508
69.0,3.4,51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,0,CA,1,7,1,0,0,1,Analyst,Not Mentioned,5538
49.0,4.0,201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),0,0,0,ID,0,36,1,0,0,1,Analyst,Not Mentioned,2536
171.5,3.5,10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),2,0,0,CA,1,50,1,0,1,0,Data Scientist,Not Mentioned,4563
107.0,3.8,501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,0,MD,1,39,1,0,0,1,Data Scientist,Not Mentioned,3035
59.0,3.7,201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,0,NJ,1,24,0,0,0,1,Analyst,Not Mentioned,2802
88.5,3.5,201 to 500 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),0,0,0,IN,0,1,0,0,1,0,Data Scientist,Not Mentioned,7159
107.0,4.2,10000+ employees,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,0,0,0,UT,0,-1,0,0,0,1,Data Engineer,Not Mentioned,2691
86.5,4.0,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,0,MA,0,171,1,0,1,1,Data Scientist,Not Mentioned,3728
84.0,4.3,51 to 200 employees,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),0,0,0,KY,0,85,1,0,0,1,Data Scientist,Not Mentioned,2951
114.5,4.7,201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),0,0,0,NY,0,28,1,0,0,1,Other Titles,Not Mentioned,4177
145.0,3.5,1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),3,0,0,MA,1,10,1,0,0,1,Other Titles,Senior,5417
88.0,4.4,1001 to 5000 employees,Company - Public,Internet,Information Technology,$100 to $500 million (USD),3,0,0,TN,0,14,1,1,1,1,Data Engineer,Not Mentioned,4499
100.0,4.1,501 to 1000 employees,Company - Private,Internet,Information Technology,$100 to $500 million (USD),3,0,0,IL,1,19,1,1,1,0,Data Engineer,Not Mentioned,5004
61.5,2.9,201 to 500 employees,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),3,0,0,VA,1,27,1,0,0,1,Analyst,Senior,5791
96.5,2.5,1001 to 5000 employees,Company - Public,Advertising & Marketing,Business Services,$1 to $2 billion (USD),3,0,0,OR,0,21,1,1,0,0,Data Scientist,Not Mentioned,4507
76.0,4.2,201 to 500 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,3,0,0,MN,0,28,1,0,0,1,Analyst,Not Mentioned,2415
15.5,3.9,1001 to 5000 employees,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),0,0,0,NY,1,54,0,0,0,1,Data Scientist,Not Mentioned,5019
83.5,4.3,1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,0,TX,1,10,1,0,0,1,Data Scientist,Not Mentioned,3146
120.0,2.7,51 to 200 employees,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),0,0,0,WI,1,69,1,0,0,0,Data Scientist,Not Mentioned,6530
163.0,3.9,10000+ employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,0,CA,1,44,0,0,0,1,Data Scientist,Not Mentioned,4623
100.0,3.4,501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,1,0,0,RI,1,81,0,0,1,0,Analyst,Senior,4899
52.5,3.8,1001 to 5000 employees,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,3,0,0,NE,1,103,0,0,0,1,Other Titles,Not Mentioned,4869
41.0,3.6,5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,1,0,PA,0,3,0,0,0,0,Other Titles,Not Mentioned,2145
50.0,3.3,501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,0,DC,1,137,0,0,0,1,Analyst,Junior,4145
93.0,3.4,201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),0,0,0,TX,0,14,1,0,1,0,Data Engineer,Not Mentioned,3836
94.5,3.0,1001 to 5000 employees,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),0,0,0,OH,0,133,1,0,0,0,Data Scientist,Not Mentioned,3465
150.5,4.0,5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,0,0,CA,0,38,1,1,0,0,Data Scientist,Senior,2549
102.0,3.7,1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),3,0,0,NC,0,16,1,1,1,1,Data Scientist,Not Mentioned,5613
62.0,4.4,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,0,MA,1,7,0,0,0,0,Other Titles,Not Mentioned,5538
87.5,4.3,201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,0,MI,0,53,0,0,0,1,manager,Not Mentioned,1990
84.0,4.0,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,0,CT,0,171,0,0,1,1,Data Scientist,Not Mentioned,5057
143.0,4.0,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),3,0,0,VA,0,8,1,0,1,0,Data Scientist,Not Mentioned,3806
155.0,3.2,1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),0,0,0,PA,0,-1,1,1,1,1,Data Scientist,Senior,1849
71.5,4.2,51 to 200 employees,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),2,0,0,FL,1,14,1,1,1,1,Data Engineer,Not Mentioned,10146
108.0,3.9,51 to 200 employees,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),0,0,0,CA,0,20,1,1,0,0,Data Scientist,Not Mentioned,3051
151.5,3.7,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,CA,0,239,0,0,0,1,Other Titles,Senior,5884
51.5,3.6,51 to 200 employees,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),0,0,0,CA,1,14,0,0,0,1,Analyst,Not Mentioned,4386
140.0,3.7,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MA,0,239,0,0,0,1,Other Titles,Senior,2348
77.5,2.8,201 to 500 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,0,NJ,1,6,1,0,0,1,Analyst,Senior,5965
63.5,4.2,501 to 1000 employees,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),0,0,0,ID,1,16,0,0,0,1,Analyst,Not Mentioned,2678
109.0,4.0,1 to 50 employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),0,0,0,CA,0,-1,1,0,0,0,Data Scientist,Not Mentioned,714
96.0,3.5,5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),0,0,0,TN,0,170,1,0,0,0,Data Scientist,Not Mentioned,3823
225.0,-1.0,51 to 200 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),0,0,1,CA,0,3,1,0,1,1,Data Scientist,Senior,1657
101.0,3.2,1001 to 5000 employees,Company - Public,Lending,Finance,$500 million to $1 billion (USD),3,0,0,CA,0,12,1,0,1,1,Data Engineer,Not Mentioned,2524
98.5,3.3,1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),2,0,0,NJ,0,38,0,0,0,1,Data Scientist,Senior,3261
77.5,3.9,1001 to 5000 employees,Company - Private,Industrial Manufacturing,Manufacturing,$1 to $2 billion (USD),3,0,0,IA,1,72,0,0,0,1,Data Engineer,Not Mentioned,3547
161.5,3.7,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MA,0,239,0,0,0,0,Other Titles,Senior,1368
55.0,3.6,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),0,1,0,DE,1,85,0,0,0,0,Other Titles,Not Mentioned,2762
147.0,3.4,1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,0,0,NY,0,72,1,1,1,0,Data Scientist,Senior,4873
90.0,3.5,10000+ employees,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,3,0,0,CA,0,23,1,0,0,1,Data Scientist,Not Mentioned,1233
58.0,4.3,501 to 1000 employees,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD),0,0,0,NJ,0,118,0,0,1,0,Analyst,Not Mentioned,6658
61.0,4.1,501 to 1000 employees,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),0,0,0,MO,1,59,0,0,0,1,Analyst,Not Mentioned,2917
120.0,2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,0,PA,1,36,1,0,0,0,Machine Learning Engineer,Not Mentioned,2834
128.0,3.6,1001 to 5000 employees,Company - Public,Auctions & Galleries,Retail,$500 million to $1 billion (USD),0,0,0,NY,1,276,1,0,0,0,Data Scientist,Not Mentioned,2080
99.5,3.5,1001 to 5000 employees,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),0,0,0,OR,0,68,1,1,1,1,Data Scientist,Not Mentioned,4452
96.0,3.6,1001 to 5000 employees,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD),0,0,0,MI,1,23,1,0,0,0,Data Scientist,Not Mentioned,3376
101.0,2.3,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,0,DC,1,17,1,0,0,1,Data Scientist,Not Mentioned,1741
148.0,3.9,51 to 200 employees,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),0,0,0,CA,1,11,1,0,0,0,Data Scientist,Senior,2392
142.0,4.0,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),3,0,0,VA,0,8,1,0,1,0,Data Scientist,Senior,4699
169.0,4.1,1 to 50 employees,Company - Private,K-12 Education,Education,Unknown / Non-Applicable,0,0,0,CA,1,13,0,0,1,1,Data Scientist,Senior,4789
124.5,3.2,1001 to 5000 employees,Company - Public,Lending,Finance,$500 million to $1 billion (USD),3,0,0,AZ,0,12,1,0,0,1,Other Titles,Not Mentioned,1947
59.0,4.7,51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),2,0,0,AL,0,24,1,0,0,1,Analyst,Not Mentioned,3114
52.5,4.2,51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),0,0,0,CA,0,33,1,0,0,0,Other Titles,Not Mentioned,3895
75.5,4.6,501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,0,TX,0,38,0,1,0,0,Data Engineer,Not Mentioned,2068
139.0,3.7,10000+ employees,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),3,0,0,NY,0,157,1,0,0,1,Data Scientist,Senior,4969
102.5,3.7,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MA,0,239,1,1,1,1,Data Engineer,Not Mentioned,4552
60.5,4.4,201 to 500 employees,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),3,0,0,SC,0,91,0,0,0,0,Other Titles,Not Mentioned,1957
146.5,3.7,5001 to 10000 employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,0,MA,1,168,1,0,0,1,Data Scientist,Senior,5195
125.0,3.9,10000+ employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,0,CA,1,44,0,0,0,1,Other Titles,Not Mentioned,3999
81.0,3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,0,MA,1,169,1,0,0,0,Analyst,Senior,4976
133.0,3.0,501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,0,IL,1,5,1,0,1,0,Machine Learning Engineer,Senior,3313
77.0,3.4,10000+ employees,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),3,0,0,DC,0,24,0,0,0,1,Analyst,Not Mentioned,3334
92.0,4.1,5001 to 10000 employees,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),0,0,0,VA,1,52,0,0,0,0,Data Engineer,Not Mentioned,3266
121.0,3.8,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,0,MA,0,24,0,0,0,0,Data Scientist,Senior,1967
162.5,4.0,5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,0,0,CA,0,38,1,1,0,1,Data Engineer,Senior,2473
60.0,3.9,1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),3,0,0,TX,1,73,0,0,0,0,Other Titles,Not Mentioned,2047
87.5,-1.0,201 to 500 employees,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,0,0,1,CA,1,-1,1,0,0,1,Other Titles,Senior,5970
90.5,4.4,1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,0,IN,0,5,1,1,0,0,Data Engineer,Not Mentioned,1889
114.5,3.8,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,0,MA,0,24,1,0,0,0,Data Scientist,Not Mentioned,5126
